Kenneth Burns,1,23,2,2,5,1,2,21,23,29
Barrett Gomez,2,25,4,2,4,1,1,24,29,38
Emmy Velasquez,2,46,5,1,3,9,2,17,30,29
Lola Duke,2,22,1,2,3,9,2,30,34,40
Karli Jordan,2,20,1,2,3,6,1,18,16,22
Davion Cervantes,2,49,7,2,3,1,2,16,12,24
Will Gallegos,2,42,4,1,2,9,2,18,35,34
Paula Ho,1,37,4,1,3,1,2,20,24,29
Dallas Grimes,2,20,1,2,4,6,2,14,6,19
Kelly Wolf,1,22,1,2,5,1,2,20,22,37
Taylor Valdez,1,25,1,2,5,1,2,21,25,38
Cassandra Andersen,1,26,1,2,5,1,2,14,27,29
Felicity Mcbride,1,22,2,2,5,1,2,28,26,39
Zackary Dudley,1,24,2,2,5,8,2,21,25,31
Madeline Carr,1,51,5,1,3,1,2,27,25,36
Kiera Livingston,2,45,4,1,2,1,2,21,23,33
Matthew Cochran,1,47,4,1,5,1,2,16,20,36
Kira Adams,2,21,1,2,5,1,2,23,15,35
Marie Bridges,2,41,2,2,5,1,1,24,31,38
Nico Byrd,2,25,3,2,3,1,1,25,29,33
Madalynn Beck,2,26,1,2,5,1,2,23,29,32
Clare Humphrey,2,23,3,2,5,1,1,23,31,30
Rowan Odonnell,2,51,2,2,3,1,2,24,19,37
Shamar Harmon,1,48,4,1,4, ,2,20,24,38
Judah Eaton,1,37,4,1,5,1,2,18,30,37
Conrad Silva,1,39,3,2,4,7,2,16,13,26
Corinne Bernard,2,40,4,1,3,3,2,19,12,24
Dane Bauer,1,33,1,2,4,7,1,26,25,38
Grant Rush,2,27,1,2,5,3,1,20,11,32
Rory Richards,1,32,4,1,5,4,2,23,29,37
Ashtyn Russo,2,50,2,2,3,1,1,25,20,30
Jada Elliott,2,35,5,1,2,7,2,24,17,37
Darwin Bailey,2,50,7,1,4,8,1,21,14,33
Yuliana Russell,2,38,4,1,6,4,2,26,28,30
Presley Delacruz,2,48,5,1,4,1,2,20,19,33
Chasity Bates,1,54,4,1,6,4,2,23,19,34
Alice Bennett,2,36,7,2,4,1,1,24,12,39
Joseph Mitchell,2,68,7,2,3,5,2,30,35,40
Rylee Wagner,2,74,8,2,5,6,2,26,34,40
Cristina Cross,2,35,4,1,6,1,1,25,24,35
Paityn White,2,37,4,1,4,8,2,27,29,32
Madeline Forbes,2,39,4,1,5,1,1,19,14,29
Ashleigh Armstrong,3,50,7,2,5,1,2,15,12,33
Jax Parrish,1,33,1,2,2,1,1,14,9,31
Yasmine Chung,2,23,1,2,4,1,2,19,27,32
Adelyn Hebert,1,54,4,2,2, ,2,20,19,31
Selena Green,2,23,1,2,4,1,2,23,22,34
Hudson Gardner,2,41,7,1,4,5,2,28,18,36
Kristin Fitzpatrick,2,49,4,1,5,4,1,24,30,38
Jamarion Pineda,1,22,3,2,5,8,2,21,25,36
Kelton Salazar,2,22,3,2,4,3,2,20,23,28
Kristina Burton,1,27,1,2,3,1,1,30,23,35
Eli Holden,2,32,4,2,4, ,2,23,17,34
Jeffrey Valenzuela,2,38,4,1,4,5,2,21,20,32
Ben Moody,2,41,5,1,5,8,1,28,26,37
Elvis Gilmore,1,23,1,2,5,1,2,24,33,37
Elliot Navarro,1,21,1, ,5,1,2,26,26,40
Stephen Small,2,43,4,1,2,2,2,20,8,27
Azul Johnston,1,40,4,1,6,1,2,24,25,31
Alan Graham,2,31,1,2,5,1,2,19,22,33
Glenn Robbins,1,49,4,1,5,1,2,27,23,36
Lana Smith,2,52,5,1,4,9,2,28,34,39
Lewis Winters,2,29,3,2,4,8,2, , ,29
Octavio Randall,2,36,4,1,4,4,2,22,23,32
Bridger Hanna,2,19,1,2,3,7,2,17,9,21
Lailah Wang,2,58,4,2,5,7,2,27,24,35
Wade Roth,2,65,7,2,2,7,2,30,30,40
Brylee Hooper,1,22,1,2,3,7,2,24,20,29
Jon Weaver,1,43,1,2,4,1,2,21,16,34
Rachel Ortega,1,22,1,2,5,7,2,20,16,34
Jocelyn Duran,2,22,1,2,5,1,1,29,29,39
Sage Berger,1,31,2,2,5,1,2,17,18,24
Lillianna Peterson,1,46,6,2,4,5,2,17,17,37
Natalya Hodge,2,53,7,2,6,1,2,26,11,39
Sterling Harding,2,24,1,2,3,2,2,17,18,30
Paloma Boyle,2,42,4,1,3,7,2,21,13,20
Mathias Wade,2,45,5,2,4,7,2,16,30,31
Amaya Baird,2,70,4,2,2,2,2,30,10,27
Zaid Kaufman,1,46,4,1,5,1,2,29,31,39
Mikayla Skinner,1,42,4,1,6,1,2,24,21,34
Allen Medina,1,35,1,2,4,7,2,16,5,23
Yael Gregory,2,34,4,1,5,5,2,28,31,37
Gilberto Craig,2,36,4,1,5,1,2,22,30,36
Kole Oneill,2,44,1,2,2,1,1,18,18,36
Thomas Spence,1,31,3,2,6,1,2,19,26,39
Vance Roth,2,29,1,2,2,8,2,28,26,40
Kiana Brown,1,46,5,1,6,9,2,16,22,37
Jaylee Kennedy,2,23,1,2,5,1,2,21,22,29
Emilie Ali,2,49,4,1,2,4,2,28,30,40
Reece Lin,2,44,8,1,4,1,2,29,29,37
Kelly Hampton,2,23,1,2,3,1,2,29,32,38
Jaylan Farley,1,42,4,1,3,1,2,27,29,37
Anabel Chan,2,29,2,2,5,1,1,23,24,35
Aliya Pennington,1,66,4,2,4,6,2,24,35,40
Bruce Watts,2,21,1,2,5,1,2,22,26,36
Gilbert Bell,2,41,7,1,5,1,1,26,27,39
Lena Neal,1,35,4,2,5,1,1,24,25,34
Chloe Sweeney,2,28,4,2,2,1,2,16,29,25
Seth Boyd,1,36,1,2,6,7,2,24,20,40
Douglas Cain,1,36,2,2,4,8,1,27,21,39
Aurora Moses,2,27,4,2,2,1,2,21,27,33
Natalya Valentine,1,70,4,2,6,1,2,25,32,34
Jordan Carter,2,35,4,1,2,4,2,26,27,35
Issac Dickerson,1,33,4,1,3,5,2,22,25,32
Teresa Paul,2,35,5,1,4,5,2,25,10,32
Ignacio Wise,1,22,1,2,5,7,2,27,17,30
Samuel Terry,1,56,4,2,2,8,2,20,30,36
Dax Sutton,2,23,2,2,6,6,2,17,20,31
Nicholas Long,1,31,4,1,4,1,2,29,27,40
Sergio Conner,2,49,4,1,4,4,1,30,28,40
Kristen Richards,2,31,4,1,4,4,2,30,30,40
Maya Dorsey,1,63,4,2,5,4,2,26,20,39
Urijah Serrano,1,36,4,1,4,1,2,29,33,40
Kaylyn Mora,2,48,4,2,3,9,2,20,17,33
Leonardo Holmes,2,30,4,2,3,8,2,21,25,27
Stanley Farrell,2,26,1,2,5,1,1,25,31,38
Lilly Brady,2,21,1,2,3,1,2,21,24,31
William Haney,1,20,1,2,3,1,2,24,22,25
Nikolas Ramsey,1,26,1,2,4,1,1,17,27,28
Layne Hancock,2,22,1,2,5,1,2,17,24,36
Alana Davila,2,21,1,2,3,1,2,21,23,35
Ayla Galvan,2,44,1,2,6, ,1,26,23,38
Erika Rich,1,26,1,2,3,1,2,21,12,38
George Tate,2,26,1,2,4, ,2,19,20,38
Brady Shah,1,32,4,2,4,1,2,23,17,32
Amber Wilkins,2,41,4,1,2,1,2,30,27,40
Jaron Weiss,2,40,5,2,5,1,2,18,27,30
Zackery Brooks,2,44,4,1,3,9,2,22,24,37
Karlie Warren,2,48,4,1,5,1,2,27,29,39
Tony Armstrong,2,18,1,2,3,1,2,21,21,33
Harper Cordova,1,54,4,1,6,1,2,22,24,38
Angela Spencer,1,47,4,1,6,1,2,21,21,36
Skyler Frazier,2,74,4,2,2, ,2,23,26,39
Zechariah Brock,1,65,4,1,4,5,2,20,18,29
Cadence Gibbs,1,45,4,1,4,1,2,26,17,31
Marvin Wilson,2,21,2,2,5,1,2,26,27,39
Kendall Harris,2,48,7,2,4,4, ,21,19,34
Slade Bender,3,33,4,2,5,1,2,27,31,39
Bronson Roth,2,44,7,2,6,1,2,24,16,34
Maximillian Donaldson,1,48,5,1,3,1,2,27,30,40
Cecilia Bullock,2,56,4,2,2,6,2,22,22,33
Aimee Riggs,2,24,3,2,5,7,1,28,25,40
Cameron Faulkner,1,54,4,1,4,1,2,20,18,37
Kamron Rosales,2,41,2,2,6,1,2,19,18,29
Anabella Bauer,2,27,3,2,5,1,2,24,29,36
Greyson Buchanan,2,36,4,1,1,4,2,28,35,37
Johnathon Ramos,1,49,4,2,6,1,2,16,9,29
Mason Mccoy,1,18,1,2,3,7,2,29,27,27
Thomas Christensen,1,30,3,2,4,1,1,21,22,
Amari Murray,1,55,4,2,6,7,2,23,24,38
Mario Escobar,1,42,4,1,5,5,2,29,23,37
Hassan Flowers,2,34,3,2,4,7,1,22,25,18
Kylie Jefferson,2,36,4,1,4,4,2,26,20,31
Lorelei Nixon,2,50,4,1,4,1,2,20,30,
Aracely Finley,1,34,4,1,3,1,2,26,9,33
Harold Murillo,2,78,8,2,3,7,2,27,26,36
Savion Valentine,2,51,4,2,5,5,2,30,32,40
Dillon Murphy,2,21,2,2,5,3,2,27,35,34
Tyler Waters,2,55,4,2,4,7,2,28,25,38
Abagail Short,2,21,1,2,5,1,2,16,22,34
Adonis Oneal,1,33,4,1,4,1,1,28,12,33
Barbara Coffey,2,25,1,2,5,1,2,26,20,36
Leyla Huff,2,21,1,2,5,1,2,19,23,26
Johnathan Wise,2,32,4,1,3,8,2,21,27,34
Skyler Zhang,1,50,4,1,4,8,1,19,14,40
Kayleigh Levy,2,30,1,2,4,1,1,19,20,29
Parker Mosley,2,33,4,1,3,4,1,19,27,26
Jase Yang,1,34,4,1,4,1,1,24,20,39
Luis Watkins,1,41,4,2,5,1,2,20,26,34
Dominick Peterson,2,37,4,2,6,1,2,26,30,34
Kate Fields,2,24,2,2,5,7,2,29,35,37
Chaya Marsh,2,35,1,2,6,1,2,27,27,33
Fernanda Frazier,1,23,2,2,5,1,1,25,25,34
Kyleigh Cannon,1,54,4,2,5,9,2,24,33,40
Lincoln Bauer,1,43,4,1,4,1,2,21,15,31
Ariana Greer,2,58,5,2,2,7,2,29,27,40
Jadiel Carroll,2,36,4,1,3,4,2,23,28,39
Jean Grimes,2,28,3,2,4,1,2,25,25,38
Dayanara Lawson,1,21,1,2,3,1,2,20,23,30
Daphne Burnett,1,41,5,1,2,1,2,26,33,40
Eva Lucas,2,22,1,2,3,8,2,7,13,21
Tristen Fletcher,1,57,5,2,3,8,1,27,23,39
Braden Raymond,1,33,4,2,4,8,2,22,20,35
Natalya Sosa,1,40,4,1,2,8,2,24,16,29
Alicia Cummings,1,21,2,2,3,1,1,25,27,38
Mike Dodson,2,46,7,1,4,8,2,28,12,29
Nola Blair,2,35,4,1,4, ,1,29,30,37
Byron Monroe,2,31,4,1,4,8,1,24,30,38
Porter Tanner,2,60,4,1,4,8,2,26,27,35
Roselyn Mason,2,53,4,1,4,5,2,23,24,31
Nelson Bishop,2,25,3,2,6,8,1,24,18,29
Lexi Daniels,1,44,5,2,5,7,2,18,31,38
Josephine Holloway,1,23,3,2,5,1,2,23,24,37
Quincy Velazquez,1,46,6,2,4,3,2,28,26,36
Jaelyn Frost,2,46,4,1,5,1,2,17,22,20
Kaylen Mercado,2,21,1,2,5,8,2,20,19,37
Jakobe Noble,1,18,2,2,3,1,1,14,13,25
Carla Chandler,2,53,4,2,2,6,2,13,23,20
Pierce Knapp,1,22,3,2,2,8,1,10,11,22
Adrien Callahan,2,31,4,1,5,4,2,26,32,37
Zack Obrien,1,32,1,2,6,1,1,23,16,39
Miriam Clay,1,36,4,1,6,1,2,26,28,40
Orion Reynolds,2,43,5,2,5,1,2,18,19,32
Hailey Escobar,1,32,4,1,4,2,2,18,30,30
Krish Barton,2,45,5,1,4,1,1,16,27,37
Zackery Barton,1,41,4,1,6,1,2,25,18,36
Keenan Meza,2,66,4,2,2,6,2,26,32,39
Marcel Mcbride,2,30,6,2,4,8,2,10,5,18
Wade Tate,1,24,2,2,5,3,2,19,12,27
Maxwell Odom,1,48,7,2,5,1,1,18,19,35
Roy Patrick,2,33,4,1,2,4,2,10,9,18
Ibrahim Irwin,2,30,4,1,2,5,2,18,27,35
Savannah Whitehead,2,31,4,1,4,8,2,15,20,37
Aden Stanley,2,34,4,1,3,5,2,23,30,40
Sherlyn Nelson,2,48,4,1,2,6,2,21,20,27
Adrianna Compton,2,41,3,2,5, ,2,21,10,30
Lena Lynch,2,37,4,1,6,1,2,20,14,39
Natalya Bennett,1,50,5,2,6,1,2,27,27,39
Anna Caldwell,1,36,4,1,6,9,2,22,26,34
Michaela Moyer,2,28,2,2,5,1,2,23,21,40
Marshall Velazquez,2,39,4,1,5,5,2,10,16,24
Riya Fowler,1,50,1,1,3,4,2,18,27,40
Van Tapia,1,48,4,1,3,1,2,23,33,39
Haley Collins,2,46,4,1,2,8,2,20,30,39
Memphis Bentley,2,35,4,1,4,7,2,23,21,37
Alden Levine,1,56,4,1,4,1,1,18,25,27
Angelica Ramirez,2,52,4,1,1,6,2,20,9,34
Chasity Jordan,1,19,1,2,3,1,2,26,27,39
Yosef Wilson,1,27,1,2,5,1,1,16,7,33
Nataly Moreno,2,82,8,2,4,6,2,27,29,35
Dominic Bauer,2,38,7,2,5,1,2,18,15,28
Dennis Henry,2,24,1,2,4,7,1,17,19,23
Alissa Harris,2,75,4,2,2,5,2,22,21,40
Lorelei Barton,1,26,3,2,4,3,2,17,17,35
Dakota Bell,1,32,1,2,3,1,1,25,20,37
Lexi Cameron,1,35,4,1,4,1,2,21,24,39
Madden Murphy,1,30,1,2,6,1,2,18,18,34
Kiana Flynn,1,22,1,2,4,5,2,20,16,35
Demetrius Medina,2,55,4,2,2,5,2,25,24,35
Jan Conrad,1,25,1,2,5,1,2,21,17,27
Madilyn Lowe,2,47,4,1,4,1,2,25,32,38
Aydin Eaton,1,38,4,1,4,8,1,24,22,32
Harley Hess,2,28,3,1,5,1,2,24,19,35
Draven Dickson,2,23,1,1,5,1,2,23,26,34
Ashleigh Todd,2,56,4,2,4, ,2,27,33,40
Curtis Dixon,2,24,1,2,5,1,2,28,31,40
Louis Wilkins,1,20,1,1,3,1,2,23,19,36
Eliza Sutton,1,34,3,2,4,1,1,20,24,36
Kaliyah Melendez,2,26,2,2,5,8,1,23,18,37
Eden Beard,1,32,4,1,3,8,2,20,26,38
Zander Carpenter,1,46,4,2,5,1,2,20,18,31
Jaeden Love,2,48,5,2,2,1,2,27,27,40
Amelia Richardson,2,49,2,1,6,6,2,23,31,40
Joaquin Dunn,1,48,4,1,4,1,2,25,19,40
Jakayla Jackson,1,27,3,2,2,1,2,24,14,38
Brynn Woods,1,24,4,1,5,2,2,19,27,28
Mallory Curtis,2,24,4,1,5,7,2,22,23,35
Raul Wilson,1,21,1,2,3,1,2,21,23,31
Amya Barton,1,31,3,2,6,1,1,24,23,40
Mekhi Curtis,2,22,1,1,3,8,2,17,12,26
Giovanny Burton,1,44,4,1,4,1,1,22,28,37
Baylee Grant,1,69,4,2,2,6,2,21,26,29
Heidy Chandler,2,68,4,2,3,6,2,26,23,38
Amina Mcfarland,2,24,1,2,4,1,2,26,27,36
Damarion Weiss,2,27,1,2,5,9,2,25,25,40
Georgia Whitney,2,63,7,2,3,5,2,18,14,29
Nia Cantrell,2,48,4,1,2,4,2,19,33,31
Abbey Guerrero,2,21,1,2,4,1,2, , ,30
Ashlynn Gould,1,50,4,1,4,1,1,19,16,34
Jaden Silva,2,24,2,2,3,8,1,17,23,38
Jadon Mueller,1,25,3,2,5,1,2,22,25,39
Wendy Maxwell,2,29,4,1,3,1,2,19,25,36
Hayden Huffman,1,31,1,2,3,1,2,21,14,37
Joseph Ramsey,2,44,4,1,3,1,2,22,17,40
Delilah Schwartz,2,49,5,1,4,8,2,26,30,40
Jayla Conley,2,47,4,1,3,8,2,12,5,20
Azul Terry,2,34,1,1,4,8,1,20,18,35
Violet Cannon,2,60,7,2,2, ,1,18,23,37
Kaylah Kennedy,1,24,1,2,5,1,2,24,23,27
Kamora Wilson,2,35,1,2,6,9,1,24,25,27
Emilia Byrd,2,38,1,2,6,1,2,27,24,37
Ayana Washington,1,23,1,2,5,1,2,18,16,21
Jeffrey Bender,2,36,4,1,5, ,2,24,23,39
Boston Mccoy,2,24,4,2,4,1,1,9,11,23
Cason Spencer,2,25,4,2,4,1,1,17,30,36
Angel Becker,1,42,4,1,5,8,2,19,15,27
Kassidy Montes,2,27,4,2,5,1,2,22,29,35
Eugene Turner,2,20,1,2,3,1,2,24,18,31
Emmalee Maxwell,1,30,4,1,4,8,2,22,17,28
Maya Arias,2,42,6,2,6,8,1,23,14,28
Harry Sharp,2,24,1,2,5,1,2,21,23,30
Irvin Stephens,1,51,5,1,6,6,1,22,19,35
Kylan Gentry,1,50,6,1,6,2,2,18,10,32
Melvin Mcbride,1,32,3,1,4,1,2,24,23,39
Adelyn Byrd,2,35,7,1,4,3,2,27,23,37
Angie Dudley,2,21,1,2,4,8,1,10,16,36
Allen Weber,2,44,4,1,6,4,2,26,29,35
Amari Shepard,1,19,1,2,3,1,2,20,25,40
Caleb Dickerson,1,36,4,1,6,8,2,25,29,39
Marques Camacho,2,25,1,2,4,1,2,20,11,21
Rayan Clark,1,47,5,1,6,1,2,23,24,34
Britney Knox,1,21,1,2,3,9,2,26,25,37
Areli Meyers,2,45,5,2,3,1,2,26,22,40
Gillian Gordon,2,55,6,2,5,2,2,22,14,29
Kristen Tanner,2,49,5,1,2,5,2,27,25,34
Guadalupe Cisneros,2,61,4,2,2,7,1,30,32,40
Randall Nunez,2,36,2,2,3,1,2,15,21,28
Hallie Hunter,1,21,1,2,5,1,2,23,29,40
Livia Day,2,53,4,2,4,2,2,22,10,38
Conor Villanueva,1,29,1,1,4,1,2,25,16,37
Raelynn Jensen,2,39,4,1,4,1,2,25,26,38
Hanna Quinn,2,20,1,2,4,1,2,19,22,37
Amir Lin,1,40,4,1,5,3,2,19,10,36
Sean Hopkins,2,31,4,1,5,7,2,17,10,24
Louis Shea,1,25,7,2,5,1,1,23,28,40
Brian Pitts,1,24,1,2,3,1,2,22,25,34
Chaya Crosby,2,31,4,1,3,4,2,17,15,20
Evan Villegas,1,41,4,1,3,7,2,23,21,38
Branden Rosario,1,27,2,2,4,8,1,20,19,30
Kaylen Clarke,2,22,1,2,5,1,2,30,33,34
Messiah Castaneda,1,57,4,2,4,6,1,14,7,25
Laney Mejia,1,35,4,1,4,4,2,17,25,29
Solomon Winters,2,28,4,1,6,2,2,25,14,35
Sarahi Ramirez,2,21,2,2,2,1,2,21,19,33
Jaylen Hutchinson,2,60,4,1,6,5,2,26,23,28
Mekhi Medina,1,31,3,1,3,6,2,23,17,37
Emmy Mills,2,48,4,2,3,8,2,20,19,35
Zachariah Livingston,2,25,2,2,6,6,1,26,28,34
Izaiah Medina,1,36,1,2,5,9,2,26,16,40
Kelsey Villarreal,1,22,1,2,4,8,1,15,10,25
Kyle Farrell,2,62,4,1,2,2,2,29,23,34
Brendon Bullock,1,28,3,2,4,1,2,23,24,34
Brennen Schwartz,2,63,4,2,4,6,2,18,25,23
Jaylene Levy,1,48,4,1,4,1,2,24,23,38
Angie Cowan,2,33,8,1,4,1,1,16,18,29
Roberto Vang,2,60,7,2,4,1,1,20,11,31
Khalil Sanders,2,46,3,2,4,1,2,8,17,21
Kailyn Jones,2,26,3,1,5,1,2,24,20,36
Sherlyn Lopez,1,42,4,1,2,7,2,24,26,36
Rowan Dodson,2,50,6,2,5,4,2,16,17,40
Tyrell Lowery,1,21,1,2,5,1,2,24,16,33
Jordan Koch,2,18,2,2,3,1,2,22,28,24
Brycen Russo,1,67,4,2,3,6,2,26,23,26
Jane Cain,2,62,4,2,4, ,2,21,19,38
Jazmine Haney,2,26,3,2,5,1,2,27,25,35
Jayla Shah,1,40,4,2,3,1,2,19,17,30
Coby Mosley,1,18,1,2,3,3,2,19,25,38
Cali Richardson,2,39,7,1,5,3,2,23,14,30
Nelson Nunez,2,21,2,2,5,1,2,23,27,34
Zoie Dean,2,52,4,1,2,5,2, , ,
Camryn Ramsey,2,28,4,2,2,1,2,17,24,29
Vicente Walker,2,47,5,1,4,1,2,23,27,31
Camron Berry,1,27,4,2,5,9,2,15,16,24
Charity Calhoun,2,41,5,1,4,1,2,15,15,39
Timothy Chapman,2,25,1,2,5,9,1,23,30,39
Brycen Riley,1,26,4,1,5,1,2,26,19,37
Brooke Marquez,2,56,8,1,5,1,1,27,23,33
Daphne Hale,1,38,1,2,5,7,2,19,18,28
Ivy Baldwin,1,39,4,1,4,8,2,20,24,36
Van Peterson,2,46,7,2,4,1,2,24,24,37
Ronin Conway,2,24,4,2,4,1,2,26,35,39
William Garcia,2,27,2,2,6,1,1,21,29,40
Dale Woodward,2,28,3,2,3,7,2,28,35,37
Olive Kline,1,28,3,2,4, ,2,22,25,34
Angela Ryan,1,36,4,1,4,8,2,22,27,35
Jair Chandler,1,50,4,1,6,1,2,22,14,23
Marc Douglas,1,26,3,2,5,1,2,21,23,38
Lilah Everett,2,42,6,2,6,8,1,18,20,23
Joanna Newman,2,23,2,2,4,1,2,22,17,31
Jayvion Neal,2,28,4,1,3,5,2,21,33,32
Gabriela Farley,1,58,4,1,6,8,2,27,35,36
Axel Owens,2,44,4,1,5,1,2,19,24,28
Anastasia Hughes,1,47,4,1,4,1,2,17,14,37
Carly Mosley,1,46,4,1,6,1,2,28,25,37
Cristofer Griffith,1,45,4,1,4,1,2,19,23,28
Tony Figueroa,2,21,1,2,5,1,2,19,20,31
Makayla Deleon,2,42,4,1,2,5,2,23,26,33
Kole Hooper,2,47,4,1,2,4,2,24,27,36
Mia Fowler,2,48,4,2,3,3,2,30,22,40
Nico Wall,2,41,7,1,6,1,2,21,21,35
Iyana Neal,1,33,1,2,5,1,2,28,5,34
Clara Hardy,2,38,7,1,5,1,2,21,26,35
Shawn Baxter,1,39,3,1,5,1,1,19,30,34
Noah Yates,2,67,4,2,2,2,2,23,20,38
Reagan Mercado,2,22,2,2,5,1,2,10,20,22
Harper Brock,2,31,4,1,5,7,2,24,32,38
Dean Chandler,2,45,4,1,5,1,2,30,35,40
Damaris Brown,1,26,4,2,5,1,1,23,34,39
Mckayla Farmer,1,51,5,1,2,8,2,22,24,35
Zara Pacheco,2,37,5,1,3,1,2,22,28,38
Eve Parker,1,33,1,2,4,1,2,23,13,30
Jairo Benitez,2,61,8,1,3,1,2,27,31,34
Faith Hancock,2,33,1,2,4,1,2,22,18,35
Jamie Blair,2,42,4,1,4,8,2,18,14,34
Nelson Mccullough,2,45,4,1,6,1,2,21,19,30
Lyric Andersen,2,57,4,2,4,8,2,24,23,27
Saul Werner,2,60,4,2,5,5,1,25,30,27
Billy Meyers,1,23,1,2,6, ,2,9,5,23
Ariel Silva,2,48,4,1,4,1,2,28,25,37
Aracely Stephens,2,55,1,1,6,1,2,27,27,39
Hillary Robles,2,38,4,1,5, ,2,28,30,40
Casey Johns,1,27,2,2,3,1,2,20,20,25
Alanna Mills,1,21,1,2,3,5,2,27,33,30
Moses Cordova,1,37,4,1,5,1,2,24,18,33
Isaac Schmitt,2,27,4,1,2,4,2,18,29,29
Talon Hill,1,31,3,2,6,9,2,16,16,32
Alex Dorsey,1,52,2,1,3,1,2,29,20,35
Cason Mckee,1,64,4,2,6,8,2,25,19,35
Nina Thomas,2,35,1,2,4,1,1,18,16,29
Dangelo Mendez,2,22,1,2,3,1,1,23,23,23
Leyla Beck,1,23,1,2,6,1,2,18,32,40
Shyla Harmon,1,56,2,1,6,1,2,24,13,25
Kenley Steele,2,24,1,2,3,1,2,22,18,29
Malcolm Conley,1,36,4,1,3,1,2,20,22,32
Heidi Herman,2,37,6,1,3,1,2,19,14,18
Kamden Trujillo,1,50,5,1,6,8,2,27,32,35
Brynlee Stokes,1,37,4,1,4,1,2,27,22,38
Araceli Bradley,1,40,4,1,5,8,2,25,31,40
Zack Riggs,2,27,3,2,5,1,2,21,28,31
Gilberto Ayers,1,51,4,1,5,1,2,26,30,37
Rylie Duncan,1,23,1,2,3,1,2,14,17,28
Matteo Oliver,2,37,3,2,5,1,2,29,35,38
Tommy Silva,2,19,1,2,4,1, ,21,25,32
Roland Swanson,2,48,4,1,4,5,2,21,14,37
Esther Bridges,1,50,4,1,4,1,2,17,27,38
Chris Bruce,1,49,4,1,2, , ,17,23,24
Kimora Gomez,2,36,6,1,2,1,2,14,20,29
Ahmad Irwin,1,45,4,1,6,1,2,27,22,37
Ansley Graham,2,18,2,2,2,2,1,13,8,18
Jazlynn Maxwell,1,22,1,2,3,1,2,22,15,21
Kendall Morrow,2,19,2,2,3,1,2,16,23,27
Yamilet Kirby,1,27,3,2,3,8,1,26,29,38
Karissa Matthews,2,46,4,1,2,5,2,24,26,37
Janiyah Haley,1,59,5,2,2, ,2, ,12,27
Mateo Peck,2,20,3,2,4,8,1,15,14,24
Tate Yu,1,55,7,2,5,1,2,24,19,38
Terrell Haynes,2,23,2,2,5,1,2,20,24,36
Adan Dyer,2,30,4,1,2,8,1,15,11,34
Valerie Oneill,1,22,1,2,5,1,2,25,28,36
Pierre Hopkins,1,23,2,2,5,1,2,21,23,29
Jude Carter,2,25,4,2,4,1,1,24,29,38
Hugo Gay,2,46,5,1,3,9,2,17,30,29
Caitlin Madden,2,22,1,2,3,9,2,30,34,40
Jordan Schwartz,2,20,1,2,3,6,1,18,16,22
Dale Hooper,2,49,7,2,3,1,2,16,12,24
Mohammed Mays,2,42,4,1,2,9,2,18,35,34
Ernest Haas,3,37,4,1,3,1,2,20,24,29
Reyna Simmons,2,20,1,2,4,6,2,14,6,19
Ricky Tucker,1,22,1,2,5,1,2,20,22,37
Preston Weaver,1,25,1,2,5,1,2,21,25,38
Allen Osborn,1,26,1,2,5,1,2,14,27,29
Eileen Benton,1,22,2,2,5,1,2,28,26,39
Branson Tyler,1,24,2,2,5,8,2,21,25,31
Javier Castaneda,1,51,5,1,3,1,2,27,25,36
Adelyn Cannon,2,45,4,1,2,1,2,21,23,33
Kolten Wagner,1,47,4,1,5,1,2,16,20,36
Kaden Ramirez,2,21,1,2,5,1,2,23,15,35
Jaime Mcmahon,2,41,2,2,5,1,1,24,31,38
Bryanna Kemp,2,25,3,2,3,1,1,25,29,33
Bailee Love,2,26,1,2,5,1,2,23,29,32
Cristian Hess,2,23,3,2,5,1,1,23,31,30
Salma Davis,2,51,2,2,3,1,2,24,19,37
Regan Cox,1,48,4,1,4, ,2,20,24,38
Damian Mathis,1,37,4,1,5,1,2,18,30,37
Orlando Cline,1,39,3,2,4,7,2,16,13,26
Kael Odonnell,2,40,4,1,3,3,2,19,12,24
Karlie Black,1,33,1,2,4,7,1,26,25,38
Morgan Turner,2,27,1,2,5,3,1,20,11,32
Laila Frost,1,32,4,1,5,4,2,23,29,37
Damaris Dunlap,2,50,2,2,3,1,1,25,20,30
Raelynn Copeland,2,35,5,1,2,7,2,24,17,37
Ashlee Bruce,2,50,7,1,4,8,1,21,14,33
Maeve Villarreal,2,38,4,1,6,4,2,26,28,30
Carlie Norton,2,48,5,1,4,1,2,20,19,33
Kristen Dickson,1,54,4,1,6,4,2,23,19,34
Hugo Duran,2,36,7,2,4,1,1,24,12,39
Iliana Sampson,2,68,7,2,3,5,2,30,35,40
Jayvon Morrow,2,74,8,2,5,6,2,26,34,40
Hillary Atkinson,2,35,4,1,6,1,1,25,24,35
Chaya Peters,2,37,4,1,4,8,2,27,29,32
Zaniyah Shepard,2,39,4,1,5,1,1,19,14,29
Avery Brooks,1,50,7,2,5,1,2,15,12,33
Payten Ware,1,33,1,2,2,1,1,14,9,31
Dante Lang,2,23,1,2,4,1,2,19,27,32
Vaughn Vang,1,54,4,2,2, ,2,20,19,31
Xavier Mcmahon,2,23,1,2,4,1,2,23,22,34
Keyla Burch,2,41,7,1,4,5,2,28,18,36
Cassandra Haley,2,49,4,1,5,4,1,24,30,38
